planner,suite,domain,instance,ipc,status,validated,plan_length,makespan,parse_seconds,solve_seconds,total_seconds,peak_memory_mb,reason
PLASPPlanner-seq,classical-domains,agricola-sat18,p09,2018,TIMEOUT,,,,0.561,,1909.715,5300.2,Hit the task time limit.
PLASPPlanner-seq,classical-domains,agricola-sat18,p10,2018,KILLED,,,,,,,,
PLASPPlanner-seq,classical-domains,agricola-sat18,p11,2018,KILLED,,,,,,,,
PLASPPlanner-seq,classical-domains,agricola-sat18,p12,2018,KILLED,,,,,,,,
PLASPPlanner-seq,classical-domains,agricola-sat18,p13,2018,KILLED,,,,,,,,
PLASPPlanner-seq,classical-domains,agricola-sat18,p14,2018,TIMEOUT,,,,0.478,,1990.919,6556.29,Hit the task time limit.
PLASPPlanner-seq,classical-domains,agricola-sat18,p15,2018,TIMEOUT,,,,0.482,,1817.258,3669.93,Hit the task time limit.
PLASPPlanner-seq,classical-domains,agricola-sat18,p16,2018,KILLED,,,,,,,,
PLASPPlanner-seq,classical-domains,agricola-sat18,p17,2018,KILLED,,,,,,,,
PLASPPlanner-seq,classical-domains,agricola-sat18,p18,2018,KILLED,,,,,,,,
PLASPPlanner-seq,classical-domains,agricola-sat18,p19,2018,TIMEOUT,,,,0.486,,2030.299,5680.61,Hit the task time limit.
PLASPPlanner-seq,classical-domains,agricola-sat18,p20,2018,KILLED,,,,,,,,
PLASPPlanner-seq,classical-domains,airport,p01-airport1-p1,2004,SOLVED,True,8,,0.468,0.206,1.874,132.0,
PLASPPlanner-seq,classical-domains,airport,p02-airport1-p1,2004,SOLVED,True,9,,0.484,0.22,1.909,134.0,
PLASPPlanner-seq,classical-domains,airport,p03-airport1-p2,2004,SOLVED,True,17,,0.523,0.488,2.226,140.0,
PLASPPlanner-seq,classical-domains,airport,p04-airport2-p1,2004,SOLVED,True,20,,1.385,0.654,3.418,150.0,
PLASPPlanner-seq,classical-domains,airport,p05-airport2-p1,2004,SOLVED,True,21,,1.475,0.782,3.667,156.0,
PLASPPlanner-seq,classical-domains,airport,p06-airport2-p2,2004,SOLVED,True,41,,1.513,62.936,65.92,202.37,
PLASPPlanner-seq,classical-domains,airport,p07-airport2-p2,2004,SOLVED,True,41,,1.515,47.875,50.859,198.16,
PLASPPlanner-seq,classical-domains,airport,p08-airport2-p3,2004,TIMEOUT,,,,1.614,,1800.53,253.71,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p09-airport2-p4,2004,TIMEOUT,,,,1.737,,1800.587,270.03,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p10-airport3-p1,2004,SOLVED,True,18,,1.963,0.93,4.628,156.0,
PLASPPlanner-seq,classical-domains,airport,p11-airport3-p1,2004,SOLVED,True,21,,1.922,1.166,4.747,164.0,
PLASPPlanner-seq,classical-domains,airport,p12-airport3-p2,2004,SOLVED,True,39,,2.102,54.028,58.019,208.05,
PLASPPlanner-seq,classical-domains,airport,p13-airport3-p2,2004,SOLVED,True,37,,1.977,39.981,43.851,205.51,
PLASPPlanner-seq,classical-domains,airport,p14-airport3-p3,2004,TIMEOUT,,,,2.167,,1800.583,267.32,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p15-airport3-p3,2004,TIMEOUT,,,,2.09,,1800.591,263.61,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p16-airport3-p4,2004,TIMEOUT,,,,2.234,,1800.685,304.46,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p17-airport3-p5,2004,TIMEOUT,,,,2.375,,1800.747,316.61,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p18-airport3-p6,2004,TIMEOUT,,,,2.395,,1800.862,359.33,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p19-airport3-p6,2004,TIMEOUT,,,,2.334,,1800.837,342.03,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p20-airport3-p7,2004,TIMEOUT,,,,2.455,,1800.934,378.45,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p21-airport4halfMUC-p2,2004,TIMEOUT,,,,14.743,,1804.575,726.46,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p22-airport4halfMUC-p3,2004,TIMEOUT,,,,15.251,,1804.205,840.27,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p23-airport4halfMUC-p4,2004,TIMEOUT,,,,15.341,,1805.049,1135.98,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p24-airport4halfMUC-p4,2004,TIMEOUT,,,,15.23,,1804.879,1096.38,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p25-airport4halfMUC-p5,2004,TIMEOUT,,,,16.5,,1806.676,1295.88,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p26-airport4halfMUC-p6,2004,TIMEOUT,,,,16.756,,1807.519,1545.84,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p27-airport4halfMUC-p6,2004,TIMEOUT,,,,25.66,,1807.385,1425.61,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p28-airport4halfMUC-p7,2004,TIMEOUT,,,,27.705,,1804.956,1667.76,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p29-airport4halfMUC-p8,2004,TIMEOUT,,,,22.787,,1805.501,2025.58,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p30-airport4halfMUC-p8,2004,TIMEOUT,,,,28.397,,1805.485,1836.8,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p31-airport4halfMUC-p9,2004,TIMEOUT,,,,39.098,,1806.063,1990.4,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p32-airport4halfMUC-p10,2004,TIMEOUT,,,,24.463,,1808.659,2545.92,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p33-airport4halfMUC-p10,2004,TIMEOUT,,,,21.096,,1807.381,2159.69,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p34-airport4halfMUC-p11,2004,TIMEOUT,,,,21.605,,1808.345,2697.47,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p35-airport4halfMUC-p12,2004,TIMEOUT,,,,21.933,,1807.279,3148.15,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p36-airport5MUC-p2,2004,TIMEOUT,,,,22.122,,1804.383,1021.26,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p37-airport5MUC-p3,2004,TIMEOUT,,,,24.799,,1805.089,1474.11,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p38-airport5MUC-p3,2004,TIMEOUT,,,,24.579,,1804.921,1268.41,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p39-airport5MUC-p4,2004,TIMEOUT,,,,25.039,,1805.853,1993.52,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p40-airport5MUC-p4,2004,TIMEOUT,,,,37.082,,1806.309,1644.69,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p41-airport5MUC-p4,2004,TIMEOUT,,,,35.281,,1805.692,1495.56,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p42-airport5MUC-p5,2004,TIMEOUT,,,,30.967,,1806.519,2183.9,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p43-airport5MUC-p5,2004,TIMEOUT,,,,29.359,,1806.247,1776.24,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p44-airport5MUC-p5,2004,TIMEOUT,,,,36.124,,1806.548,1818.62,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p45-airport5MUC-p6,2004,TIMEOUT,,,,44.14,,1811.68,2104.24,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p46-airport5MUC-p6,2004,TIMEOUT,,,,35.385,,1810.206,2445.21,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p47-airport5MUC-p8,2004,TIMEOUT,,,,36.197,,1808.382,2877.58,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p48-airport5MUC-p9,2004,TIMEOUT,,,,40.009,,1808.917,3363.9,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p49-airport5MUC-p10,2004,TIMEOUT,,,,34.684,,1812.725,3422.96,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport,p50-airport5MUC-p15,2004,TIMEOUT,,,,41.75,,1815.691,4389.05,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport-adl,p01-airport1-p1,2004,SOLVED,True,8,,0.432,0.666,2.912,138.0,
PLASPPlanner-seq,classical-domains,airport-adl,p02-airport1-p1,2004,SOLVED,True,9,,0.41,0.761,2.961,140.0,
PLASPPlanner-seq,classical-domains,airport-adl,p03-airport1-p2,2004,SOLVED,True,17,,0.593,2.935,5.711,169.88,
PLASPPlanner-seq,classical-domains,airport-adl,p04-airport2-p1,2004,SOLVED,True,20,,0.552,7.552,10.232,282.15,
PLASPPlanner-seq,classical-domains,airport-adl,p05-airport2-p1,2004,SOLVED,True,21,,0.546,10.708,13.559,285.53,
PLASPPlanner-seq,classical-domains,airport-adl,p06-airport2-p2,2004,SOLVED,True,41,,0.589,128.353,131.761,623.07,
PLASPPlanner-seq,classical-domains,airport-adl,p07-airport2-p2,2004,SOLVED,True,41,,0.571,127.867,131.332,624.52,
PLASPPlanner-seq,classical-domains,airport-adl,p08-airport2-p3,2004,TIMEOUT,,,,0.506,,1801.576,980.81,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport-adl,p09-airport2-p4,2004,TIMEOUT,,,,0.56,,1801.953,1361.88,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport-adl,p10-airport3-p1,2004,SOLVED,True,18,,0.621,10.406,13.577,287.04,
PLASPPlanner-seq,classical-domains,airport-adl,p11-airport3-p1,2004,SOLVED,True,21,,0.699,13.903,17.324,316.54,
PLASPPlanner-seq,classical-domains,airport-adl,p12-airport3-p2,2004,SOLVED,True,39,,0.641,92.902,96.378,765.1,
PLASPPlanner-seq,classical-domains,airport-adl,p13-airport3-p2,2004,SOLVED,True,37,,0.534,74.609,77.88,757.73,
PLASPPlanner-seq,classical-domains,airport-adl,p14-airport3-p3,2004,TIMEOUT,,,,0.51,,1801.992,1150.76,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport-adl,p15-airport3-p3,2004,TIMEOUT,,,,0.65,,1801.954,1125.35,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport-adl,p16-airport3-p4,2004,TIMEOUT,,,,0.733,,1802.399,1605.69,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport-adl,p17-airport3-p5,2004,TIMEOUT,,,,0.392,,1802.702,1853.99,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport-adl,p18-airport3-p6,2004,TIMEOUT,,,,0.382,,1803.148,2124.45,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport-adl,p19-airport3-p6,2004,TIMEOUT,,,,0.363,,1803.326,2615.52,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport-adl,p20-airport3-p7,2004,TIMEOUT,,,,0.377,,1803.489,2783.49,Hit the task time limit.
PLASPPlanner-seq,classical-domains,airport-adl,p21-airport4halfMUC-p2,2004,MEMOUT,,,,1.454,,240.414,7385.71,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p22-airport4halfMUC-p3,2004,MEMOUT,,,,1.462,,237.567,7631.65,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p23-airport4halfMUC-p4,2004,MEMOUT,,,,1.52,,230.052,7185.48,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p24-airport4halfMUC-p4,2004,MEMOUT,,,,1.469,,234.011,7280.66,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p25-airport4halfMUC-p5,2004,MEMOUT,,,,1.542,,169.026,7696.36,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p26-airport4halfMUC-p6,2004,KILLED,,,,,,,,
PLASPPlanner-seq,classical-domains,airport-adl,p27-airport4halfMUC-p6,2004,MEMOUT,,,,1.525,,144.462,7498.3,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p28-airport4halfMUC-p7,2004,MEMOUT,,,,1.542,,129.543,7475.88,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p29-airport4halfMUC-p8,2004,MEMOUT,,,,1.541,,132.198,7630.78,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p30-airport4halfMUC-p8,2004,MEMOUT,,,,1.53,,134.448,7639.58,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p31-airport4halfMUC-p9,2004,MEMOUT,,,,1.624,,115.787,7567.05,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p32-airport4halfMUC-p10,2004,KILLED,,,,,,,,
PLASPPlanner-seq,classical-domains,airport-adl,p33-airport4halfMUC-p10,2004,KILLED,,,,,,,,
PLASPPlanner-seq,classical-domains,airport-adl,p34-airport4halfMUC-p11,2004,KILLED,,,,,,,,
PLASPPlanner-seq,classical-domains,airport-adl,p35-airport4halfMUC-p12,2004,MEMOUT,,,,1.554,,115.489,7149.29,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p36-airport5MUC-p2,2004,MEMOUT,,,,2.111,,230.973,7773.97,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p37-airport5MUC-p3,2004,MEMOUT,,,,2.179,,197.453,7524.96,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p38-airport5MUC-p3,2004,MEMOUT,,,,2.154,,202.239,7460.12,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p39-airport5MUC-p4,2004,MEMOUT,,,,2.205,,170.241,7567.65,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p40-airport5MUC-p4,2004,MEMOUT,,,,2.046,,165.912,7537.91,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p41-airport5MUC-p4,2004,KILLED,,,,,,,,
PLASPPlanner-seq,classical-domains,airport-adl,p42-airport5MUC-p5,2004,MEMOUT,,,,2.077,,176.299,7730.33,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p43-airport5MUC-p5,2004,MEMOUT,,,,2.196,,177.342,7775.41,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p44-airport5MUC-p5,2004,MEMOUT,,,,2.235,,182.271,7768.54,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p45-airport5MUC-p6,2004,KILLED,,,,,,,,
PLASPPlanner-seq,classical-domains,airport-adl,p46-airport5MUC-p6,2004,MEMOUT,,,,2.316,,179.789,7179.37,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p47-airport5MUC-p8,2004,MEMOUT,,,,2.252,,181.428,7267.73,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p48-airport5MUC-p9,2004,MEMOUT,,,,2.188,,181.182,6905.47,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p49-airport5MUC-p10,2004,MEMOUT,,,,2.199,,181.613,6738.48,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,airport-adl,p50-airport5MUC-p15,2004,MEMOUT,,,,2.281,,181.424,6531.59,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,assembly,prob01,1998,TIMEOUT,,,,0.108,,1803.574,1918.54,Hit the task time limit.
PLASPPlanner-seq,classical-domains,assembly,prob02,1998,TIMEOUT,,,,0.101,,1804.816,2500.45,Hit the task time limit.
PLASPPlanner-seq,classical-domains,assembly,prob03,1998,TIMEOUT,,,,0.117,,1806.612,3351.12,Hit the task time limit.
PLASPPlanner-seq,classical-domains,assembly,prob04,1998,TIMEOUT,,,,0.121,,1808.316,4317.71,Hit the task time limit.
PLASPPlanner-seq,classical-domains,assembly,prob05,1998,TIMEOUT,,,,0.116,,1806.946,3731.96,Hit the task time limit.
PLASPPlanner-seq,classical-domains,assembly,prob06,1998,TIMEOUT,,,,0.113,,1814.671,7574.11,Hit the task time limit.
PLASPPlanner-seq,classical-domains,assembly,prob07,1998,TIMEOUT,,,,0.13,,1812.044,6476.94,Hit the task time limit.
PLASPPlanner-seq,classical-domains,assembly,prob08,1998,TIMEOUT,,,,0.209,,1811.788,6658.12,Hit the task time limit.
PLASPPlanner-seq,classical-domains,assembly,prob09,1998,MEMOUT,,,,0.127,,191.293,7684.8,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,assembly,prob10,1998,MEMOUT,,,,0.127,,178.802,7775.81,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,assembly,prob11,1998,MEMOUT,,,,0.217,,171.295,7703.0,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,assembly,prob12,1998,MEMOUT,,,,0.219,,169.407,7732.6,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,assembly,prob13,1998,MEMOUT,,,,0.216,,177.254,7669.94,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,assembly,prob14,1998,KILLED,,,,,,,,
PLASPPlanner-seq,classical-domains,assembly,prob15,1998,MEMOUT,,,,0.215,,161.44,7817.53,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,assembly,prob16,1998,MEMOUT,,,,0.24,,153.751,7773.73,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,assembly,prob17,1998,MEMOUT,,,,0.236,,154.85,7748.88,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,assembly,prob18,1998,MEMOUT,,,,0.225,,148.735,7754.21,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,assembly,prob19,1998,MEMOUT,,,,0.219,,158.757,7768.29,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,assembly,prob20,1998,KILLED,,,,,,,,
PLASPPlanner-seq,classical-domains,assembly,prob21,1998,MEMOUT,,,,0.238,,301.161,7747.66,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,assembly,prob22,1998,MEMOUT,,,,0.234,,138.392,7752.28,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,assembly,prob23,1998,MEMOUT,,,,0.231,,140.955,7778.17,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,assembly,prob24,1998,KILLED,,,,,,,,
PLASPPlanner-seq,classical-domains,assembly,prob25,1998,MEMOUT,,,,0.242,,144.825,7794.73,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,assembly,prob26,1998,MEMOUT,,,,0.249,,159.807,7715.41,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,assembly,prob27,1998,MEMOUT,,,,0.248,,143.162,7732.14,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,assembly,prob28,1998,MEMOUT,,,,0.234,,149.698,7592.97,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,assembly,prob29,1998,MEMOUT,,,,0.243,,163.812,7710.52,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,assembly,prob30,1998,MEMOUT,,,,0.263,,150.622,7869.1,MemoryError under a 8192MB limit.
PLASPPlanner-seq,classical-domains,barman-opt11-strips,pfile01-001,2011,TIMEOUT,,,,0.228,,1800.125,210.62,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt11-strips,pfile01-002,2011,TIMEOUT,,,,0.24,,1800.116,202.16,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt11-strips,pfile01-003,2011,TIMEOUT,,,,0.241,,1800.12,217.83,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt11-strips,pfile01-004,2011,TIMEOUT,,,,0.248,,1800.091,210.84,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt11-strips,pfile02-005,2011,TIMEOUT,,,,0.238,,1800.16,240.89,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt11-strips,pfile02-006,2011,TIMEOUT,,,,0.232,,1800.129,237.22,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt11-strips,pfile02-007,2011,TIMEOUT,,,,0.232,,1800.146,229.85,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt11-strips,pfile02-008,2011,TIMEOUT,,,,0.236,,1800.186,228.31,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt11-strips,pfile03-009,2011,TIMEOUT,,,,0.254,,1800.197,263.25,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt11-strips,pfile03-010,2011,TIMEOUT,,,,0.232,,1800.177,254.96,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt11-strips,pfile03-011,2011,TIMEOUT,,,,0.237,,1800.174,260.66,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt11-strips,pfile03-012,2011,TIMEOUT,,,,0.248,,1800.163,252.16,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt11-strips,pfile04-013,2011,TIMEOUT,,,,0.243,,1800.172,258.8,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt11-strips,pfile04-014,2011,TIMEOUT,,,,0.254,,1800.153,226.72,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt11-strips,pfile04-015,2011,TIMEOUT,,,,0.254,,1800.148,242.35,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt11-strips,pfile04-016,2011,TIMEOUT,,,,0.242,,1800.15,232.39,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt11-strips,pfile05-017,2011,TIMEOUT,,,,0.251,,1800.172,251.7,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt11-strips,pfile05-018,2011,TIMEOUT,,,,0.245,,1800.171,243.43,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt11-strips,pfile05-019,2011,TIMEOUT,,,,0.253,,1800.164,252.29,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt11-strips,pfile05-020,2011,TIMEOUT,,,,0.247,,1800.169,249.84,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt14-strips,p435.1,2014,TIMEOUT,,,,0.215,,1800.132,233.19,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt14-strips,p435.2,2014,TIMEOUT,,,,0.212,,1800.159,232.58,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt14-strips,p435.3,2014,TIMEOUT,,,,0.213,,1800.147,223.65,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt14-strips,p536.1,2014,TIMEOUT,,,,0.215,,1800.165,265.18,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt14-strips,p536.2,2014,TIMEOUT,,,,0.213,,1800.179,270.68,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt14-strips,p536.3,2014,TIMEOUT,,,,0.215,,1800.157,268.2,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt14-strips,p638.1,2014,TIMEOUT,,,,0.219,,1800.149,241.3,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt14-strips,p638.2,2014,TIMEOUT,,,,0.239,,1800.174,228.42,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt14-strips,p638.3,2014,TIMEOUT,,,,0.237,,1800.165,249.41,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt14-strips,p739.1,2014,TIMEOUT,,,,0.23,,1800.16,247.31,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt14-strips,p739.2,2014,TIMEOUT,,,,0.233,,1800.164,248.98,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt14-strips,p739.3,2014,TIMEOUT,,,,0.232,,1800.183,253.21,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt14-strips,p839.1,2014,TIMEOUT,,,,0.234,,1800.174,243.87,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-opt14-strips,p839.2,2014,TIMEOUT,,,,0.23,,1800.177,264.79,Hit the task time limit.
PLASPPlanner-seq,classical-domains,barman-sat11-strips,pfile06-021,2011,TIMEOUT,,,,0.248,,1800.203,266.55,Hit the task time limit.
